Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR;Spalte1;Spalte2;Spalte3;Spalte4;Spalte5;Spalte6;Spalte7;Spalte8;Spalte9;Spalte10;Spalte11;Spalte12;Spalte13;Spalte14;Spalte15;Spalte16;Spalte17;Spalte18;Spalte19
D1;21.01.2017;Werder Bremen;Dortmund;1;2;A;0;1;A;9;22;5;8;16;12;3;5;3;1;1;0;;;;;;;;;;;;;;;;;;;
D1;21.01.2017;Wolfsburg;Hamburg;1;0;H;0;0;D;11;11;3;1;15;23;5;3;2;1;0;1;;;;;;;;;;;;;;;;;;;
D1;22.01.2017;Leverkusen;Hertha;3;1;H;2;1;H;16;7;9;3;14;15;7;3;0;2;0;0;;;;;;;;;;;;;;;;;;;
D1;22.01.2017;Mainz;FC Koln;0;0;D;0;0;D;12;9;5;3;12;10;5;5;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;27.01.2017;Schalke 04;Ein Frankfurt;0;1;A;0;1;A;12;8;2;1;18;17;3;2;2;1;0;0;;;;;;;;;;;;;;;;;;;
D1;28.01.2017;Darmstadt;FC Koln;1;6;A;0;3;A;10;14;4;7;24;20;3;4;2;4;0;0;;;;;;;;;;;;;;;;;;;
D1;28.01.2017;Ingolstadt;Hamburg;3;1;H;2;0;H;15;11;7;3;13;18;1;6;0;2;0;0;;;;;;;;;;;;;;;;;;;
D1;28.01.2017;Leverkusen;M'gladbach;2;3;A;2;0;H;13;12;4;7;12;8;9;5;0;0;0;0;;;;;;;;;;;;;;;;;;;
D1;28.01.2017;RB Leipzig;Hoffenheim;2;1;H;1;1;D;14;5;5;2;17;16;7;4;3;3;0;1;;;;;;;;;;;;;;;;;;;
D1;28.01.2017;Werder Bremen;Bayern Munich;1;2;A;0;2;A;11;13;4;4;17;16;2;7;4;1;0;0;;;;;;;;;;;;;;;;;;;
D1;28.01.2017;Wolfsburg;Augsburg;1;2;A;1;1;D;11;12;5;5;13;17;5;6;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;29.01.2017;Freiburg;Hertha;2;1;H;1;0;H;11;11;4;2;11;8;6;4;0;2;0;0;;;;;;;;;;;;;;;;;;;
D1;29.01.2017;Mainz;Dortmund;1;1;D;0;1;A;9;13;1;4;13;13;2;4;2;1;0;0;;;;;;;;;;;;;;;;;;;
D1;03.02.2017;Hamburg;Leverkusen;1;0;H;0;0;D;11;5;3;0;13;23;4;3;0;3;0;0;;;;;;;;;;;;;;;;;;;
D1;04.02.2017;Bayern Munich;Schalke 04;1;1;D;1;1;D;12;7;4;3;14;15;8;3;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;04.02.2017;Dortmund;RB Leipzig;1;0;H;1;0;H;14;2;4;1;15;17;5;2;1;3;0;0;;;;;;;;;;;;;;;;;;;
D1;04.02.2017;FC Koln;Wolfsburg;1;0;H;0;0;D;12;12;2;2;14;21;6;6;4;3;0;0;;;;;;;;;;;;;;;;;;;
D1;04.02.2017;Hertha;Ingolstadt;1;0;H;1;0;H;8;13;2;4;15;20;1;3;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;04.02.2017;Hoffenheim;Mainz;4;0;H;1;0;H;22;13;7;2;14;13;3;6;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;04.02.2017;M'gladbach;Freiburg;3;0;H;0;0;D;11;14;3;4;9;10;3;8;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;05.02.2017;Augsburg;Werder Bremen;3;2;H;1;1;D;15;19;7;4;13;12;2;4;3;2;0;0;;;;;;;;;;;;;;;;;;;
D1;05.02.2017;Ein Frankfurt;Darmstadt;2;0;H;0;0;D;15;4;6;0;7;16;8;2;2;4;0;0;;;;;;;;;;;;;;;;;;;
D1;10.02.2017;Mainz;Augsburg;2;0;H;1;0;H;8;10;4;6;10;15;6;2;1;3;0;0;;;;;;;;;;;;;;;;;;;
D1;11.02.2017;Darmstadt;Dortmund;2;1;H;1;1;D;15;14;7;4;10;20;0;12;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;11.02.2017;Ingolstadt;Bayern Munich;0;2;A;0;0;D;8;17;0;5;15;14;2;4;2;1;0;0;;;;;;;;;;;;;;;;;;;
D1;11.02.2017;Leverkusen;Ein Frankfurt;3;0;H;1;0;H;17;9;7;3;10;10;7;6;2;1;0;0;;;;;;;;;;;;;;;;;;;
D1;11.02.2017;RB Leipzig;Hamburg;0;3;A;0;2;A;15;11;0;5;10;17;3;6;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;11.02.2017;Schalke 04;Hertha;2;0;H;1;0;H;14;5;3;2;20;17;2;2;1;2;0;0;;;;;;;;;;;;;;;;;;;
D1;11.02.2017;Werder Bremen;M'gladbach;0;1;A;0;1;A;16;12;6;3;16;17;9;3;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;12.02.2017;Freiburg;FC Koln;2;1;H;1;1;D;12;12;6;5;17;15;7;1;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;12.02.2017;Wolfsburg;Hoffenheim;2;1;H;0;1;A;13;14;7;7;16;18;4;5;3;2;0;0;;;;;;;;;;;;;;;;;;;
D1;17.02.2017;Augsburg;Leverkusen;1;3;A;0;2;A;12;20;4;10;12;14;2;4;3;1;0;0;;;;;;;;;;;;;;;;;;;
D1;18.02.2017;Dortmund;Wolfsburg;3;0;H;1;0;H;24;6;10;3;17;15;9;2;2;1;0;0;;;;;;;;;;;;;;;;;;;
D1;18.02.2017;Ein Frankfurt;Ingolstadt;0;2;A;0;1;A;15;14;6;11;16;12;4;5;4;0;1;1;;;;;;;;;;;;;;;;;;;
D1;18.02.2017;Hamburg;Freiburg;2;2;D;1;1;D;6;12;4;3;15;9;7;5;3;2;0;0;;;;;;;;;;;;;;;;;;;
D1;18.02.2017;Hertha;Bayern Munich;1;1;D;1;0;H;11;16;2;7;19;10;3;4;2;3;0;0;;;;;;;;;;;;;;;;;;;
D1;18.02.2017;Hoffenheim;Darmstadt;2;0;H;0;0;D;14;7;5;4;12;19;4;2;3;4;0;0;;;;;;;;;;;;;;;;;;;
D1;18.02.2017;Mainz;Werder Bremen;0;2;A;0;2;A;13;8;5;4;14;10;7;6;3;4;0;0;;;;;;;;;;;;;;;;;;;
D1;19.02.2017;FC Koln;Schalke 04;1;1;D;1;1;D;9;12;4;4;12;14;5;0;2;3;0;0;;;;;;;;;;;;;;;;;;;
D1;19.02.2017;M'gladbach;RB Leipzig;1;2;A;0;1;A;12;9;3;5;18;17;8;3;4;3;0;0;;;;;;;;;;;;;;;;;;;
D1;24.02.2017;Wolfsburg;Werder Bremen;1;2;A;1;2;A;27;7;6;3;13;15;13;1;1;3;0;0;;;;;;;;;;;;;;;;;;;
D1;25.02.2017;Bayern Munich;Hamburg;8;0;H;3;0;H;18;5;12;1;16;11;4;4;0;1;0;0;;;;;;;;;;;;;;;;;;;
D1;25.02.2017;Darmstadt;Augsburg;1;2;A;0;0;D;5;18;2;3;17;16;1;1;1;0;0;0;;;;;;;;;;;;;;;;;;;
D1;25.02.2017;Freiburg;Dortmund;0;3;A;0;1;A;7;27;3;10;8;10;5;3;1;0;0;0;;;;;;;;;;;;;;;;;;;
D1;25.02.2017;Hertha;Ein Frankfurt;2;0;H;0;0;D;6;8;4;2;11;16;3;6;2;2;0;1;;;;;;;;;;;;;;;;;;;
D1;25.02.2017;Leverkusen;Mainz;0;2;A;0;2;A;12;11;3;5;20;17;9;8;1;3;0;0;;;;;;;;;;;;;;;;;;;
D1;25.02.2017;RB Leipzig;FC Koln;3;1;H;2;0;H;13;5;5;1;15;10;3;0;1;4;0;0;;;;;;;;;;;;;;;;;;;
D1;26.02.2017;Ingolstadt;M'gladbach;0;2;A;0;0;D;14;10;3;4;11;14;6;4;2;0;0;0;;;;;;;;;;;;;;;;;;;
D1;26.02.2017;Schalke 04;Hoffenheim;1;1;D;1;0;H;7;14;2;4;20;13;6;3;0;2;0;0;;;;;;;;;;;;;;;;;;;
D1;03.03.2017;Augsburg;RB Leipzig;2;2;D;1;1;D;7;12;2;5;15;15;1;6;4;2;0;0;;;;;;;;;;;;;;;;;;;
D1;04.03.2017;Dortmund;Leverkusen;6;2;H;2;0;H;20;12;12;3;8;20;7;3;0;6;0;0;;;;;;;;;;;;;;;;;;;
D1;04.03.2017;FC Koln;Bayern Munich;0;3;A;0;1;A;6;20;2;8;11;9;2;9;0;2;0;0;;;;;;;;;;;;;;;;;;;
D1;04.03.2017;Hoffenheim;Ingolstadt;5;2;H;1;1;D;17;8;12;4;19;21;3;6;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;04.03.2017;Mainz;Wolfsburg;1;1;D;1;1;D;10;7;2;5;15;12;4;6;0;0;0;0;;;;;;;;;;;;;;;;;;;
D1;04.03.2017;M'gladbach;Schalke 04;4;2;H;1;1;D;19;7;7;2;6;16;3;2;0;4;0;0;;;;;;;;;;;;;;;;;;;
D1;04.03.2017;Werder Bremen;Darmstadt;2;0;H;0;0;D;9;15;4;3;10;17;2;7;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;05.03.2017;Ein Frankfurt;Freiburg;1;2;A;1;1;D;15;10;3;3;13;14;12;1;2;1;0;0;;;;;;;;;;;;;;;;;;;
D1;05.03.2017;Hamburg;Hertha;1;0;H;0;0;D;9;8;3;1;14;11;5;2;1;2;0;0;;;;;;;;;;;;;;;;;;;
D1;10.03.2017;Leverkusen;Werder Bremen;1;1;D;1;0;H;12;11;7;3;12;12;4;3;0;2;1;0;;;;;;;;;;;;;;;;;;;
D1;11.03.2017;Bayern Munich;Ein Frankfurt;3;0;H;2;0;H;16;10;7;4;11;8;3;2;2;3;0;0;;;;;;;;;;;;;;;;;;;
D1;11.03.2017;Darmstadt;Mainz;2;1;H;2;1;H;11;13;5;6;16;17;5;11;3;2;1;1;;;;;;;;;;;;;;;;;;;
D1;11.03.2017;Freiburg;Hoffenheim;1;1;D;0;0;D;6;23;4;7;12;11;6;6;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;11.03.2017;Hertha;Dortmund;2;1;H;1;0;H;16;18;4;2;7;15;4;8;2;4;0;0;;;;;;;;;;;;;;;;;;;
D1;11.03.2017;Ingolstadt;FC Koln;2;2;D;1;1;D;26;7;9;2;13;24;11;0;4;3;0;0;;;;;;;;;;;;;;;;;;;
D1;11.03.2017;RB Leipzig;Wolfsburg;0;1;A;0;1;A;11;15;6;5;16;17;7;3;3;4;0;0;;;;;;;;;;;;;;;;;;;
D1;12.03.2017;Hamburg;M'gladbach;2;1;H;1;1;D;17;7;6;3;8;18;8;4;1;2;0;0;;;;;;;;;;;;;;;;;;;
D1;12.03.2017;Schalke 04;Augsburg;3;0;H;3;0;H;25;9;7;3;20;10;7;4;3;0;0;0;;;;;;;;;;;;;;;;;;;
D1;17.03.2017;Dortmund;Ingolstadt;1;0;H;1;0;H;10;14;2;2;12;23;4;2;1;3;0;0;;;;;;;;;;;;;;;;;;;
D1;18.03.2017;Augsburg;Freiburg;1;1;D;1;1;D;15;7;3;3;16;21;3;1;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;18.03.2017;Ein Frankfurt;Hamburg;0;0;D;0;0;D;7;5;1;0;19;24;4;7;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;18.03.2017;FC Koln;Hertha;4;2;H;3;0;H;7;8;6;6;12;12;2;9;2;3;0;0;;;;;;;;;;;;;;;;;;;
D1;18.03.2017;Hoffenheim;Leverkusen;1;0;H;0;0;D;13;16;4;7;12;14;2;7;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;18.03.2017;Werder Bremen;RB Leipzig;3;0;H;1;0;H;9;7;4;2;11;18;4;5;2;1;0;0;;;;;;;;;;;;;;;;;;;
D1;18.03.2017;Wolfsburg;Darmstadt;1;0;H;1;0;H;18;6;4;1;15;14;6;4;2;3;0;0;;;;;;;;;;;;;;;;;;;
D1;19.03.2017;Mainz;Schalke 04;0;1;A;0;0;D;18;9;5;5;10;15;10;4;2;4;0;0;;;;;;;;;;;;;;;;;;;
D1;19.03.2017;M'gladbach;Bayern Munich;0;1;A;0;0;D;14;18;1;6;5;11;5;4;0;2;0;0;;;;;;;;;;;;;;;;;;;
D1;31.03.2017;Hertha;Hoffenheim;1;3;A;1;1;D;5;28;3;8;18;13;0;8;2;1;1;0;;;;;;;;;;;;;;;;;;;
D1;01.04.2017;Bayern Munich;Augsburg;6;0;H;2;0;H;21;6;8;2;6;9;5;1;0;2;0;0;;;;;;;;;;;;;;;;;;;
D1;01.04.2017;Ein Frankfurt;M'gladbach;0;0;D;0;0;D;15;6;4;1;13;12;10;1;4;2;0;1;;;;;;;;;;;;;;;;;;;
D1;01.04.2017;Freiburg;Werder Bremen;2;5;A;0;2;A;13;11;4;7;9;14;5;5;2;1;0;0;;;;;;;;;;;;;;;;;;;
D1;01.04.2017;Hamburg;FC Koln;2;1;H;1;1;D;14;7;4;1;19;13;5;1;2;3;0;0;;;;;;;;;;;;;;;;;;;
D1;01.04.2017;RB Leipzig;Darmstadt;4;0;H;1;0;H;25;11;10;1;12;15;10;4;1;2;0;1;;;;;;;;;;;;;;;;;;;
D1;01.04.2017;Schalke 04;Dortmund;1;1;D;0;0;D;9;7;3;2;13;17;9;4;1;2;0;0;;;;;;;;;;;;;;;;;;;
D1;02.04.2017;Ingolstadt;Mainz;2;1;H;1;0;H;12;10;5;1;25;26;4;4;4;3;0;0;;;;;;;;;;;;;;;;;;;
D1;02.04.2017;Leverkusen;Wolfsburg;3;3;D;1;0;H;8;18;5;9;18;14;2;10;1;2;0;0;;;;;;;;;;;;;;;;;;;
D1;04.04.2017;Dortmund;Hamburg;3;0;H;1;0;H;17;16;10;6;6;12;6;4;1;3;0;0;;;;;;;;;;;;;;;;;;;
D1;04.04.2017;FC Koln;Ein Frankfurt;1;0;H;0;0;D;5;11;1;2;11;20;0;5;0;2;0;0;;;;;;;;;;;;;;;;;;;
D1;04.04.2017;Hoffenheim;Bayern Munich;1;0;H;1;0;H;14;21;4;6;17;12;7;9;0;1;0;0;;;;;;;;;;;;;;;;;;;
D1;04.04.2017;Werder Bremen;Schalke 04;3;0;H;1;0;H;11;14;6;3;9;19;4;3;0;2;0;0;;;;;;;;;;;;;;;;;;;
D1;05.04.2017;Augsburg;Ingolstadt;2;3;A;0;2;A;13;13;5;6;16;13;3;5;3;2;0;0;;;;;;;;;;;;;;;;;;;
D1;05.04.2017;Darmstadt;Leverkusen;0;2;A;0;1;A;13;14;2;7;11;13;3;8;0;2;0;0;;;;;;;;;;;;;;;;;;;
D1;05.04.2017;Mainz;RB Leipzig;2;3;A;0;0;D;18;15;3;7;16;20;8;3;6;4;1;0;;;;;;;;;;;;;;;;;;;
D1;05.04.2017;M'gladbach;Hertha;1;0;H;1;0;H;22;12;7;2;12;12;8;4;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;05.04.2017;Wolfsburg;Freiburg;0;1;A;0;0;D;17;16;4;5;12;16;6;3;0;1;0;0;;;;;;;;;;;;;;;;;;;
D1;07.04.2017;Ein Frankfurt;Werder Bremen;2;2;D;0;2;A;16;8;7;4;19;8;4;1;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;08.04.2017;Bayern Munich;Dortmund;4;1;H;2;1;H;18;9;6;3;14;10;6;3;2;3;0;0;;;;;;;;;;;;;;;;;;;
D1;08.04.2017;FC Koln;M'gladbach;2;3;A;1;1;D;9;16;2;7;17;10;5;6;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;08.04.2017;Freiburg;Mainz;1;0;H;0;0;D;7;9;3;3;12;14;1;6;0;3;0;0;;;;;;;;;;;;;;;;;;;
D1;08.04.2017;Hamburg;Hoffenheim;2;1;H;1;1;D;12;12;6;4;22;22;8;4;4;4;0;0;;;;;;;;;;;;;;;;;;;
D1;08.04.2017;RB Leipzig;Leverkusen;1;0;H;0;0;D;14;14;5;3;13;12;8;2;0;1;1;0;;;;;;;;;;;;;;;;;;;
D1;08.04.2017;Schalke 04;Wolfsburg;4;1;H;2;0;H;12;18;7;1;17;10;5;1;1;2;0;0;;;;;;;;;;;;;;;;;;;
D1;09.04.2017;Hertha;Augsburg;2;0;H;2;0;H;18;5;8;0;17;20;7;0;1;2;0;0;;;;;;;;;;;;;;;;;;;
D1;09.04.2017;Ingolstadt;Darmstadt;3;2;H;1;2;A;23;10;10;5;12;11;5;2;1;0;1;1;;;;;;;;;;;;;;;;;;;
D1;15.04.2017;Augsburg;FC Koln;2;1;H;2;0;H;7;12;6;0;19;17;2;8;2;3;2;0;;;;;;;;;;;;;;;;;;;
D1;15.04.2017;Dortmund;Ein Frankfurt;3;1;H;2;1;H;15;9;7;2;12;23;4;1;0;0;0;0;;;;;;;;;;;;;;;;;;;
D1;15.04.2017;Hoffenheim;M'gladbach;5;3;H;2;2;D;16;10;9;4;6;20;5;1;2;4;0;0;;;;;;;;;;;;;;;;;;;
D1;15.04.2017;Leverkusen;Bayern Munich;0;0;D;0;0;D;9;21;2;6;9;12;1;4;1;0;1;0;;;;;;;;;;;;;;;;;;;
D1;15.04.2017;Mainz;Hertha;1;0;H;1;0;H;17;6;3;2;10;18;7;3;1;3;0;0;;;;;;;;;;;;;;;;;;;
D1;15.04.2017;RB Leipzig;Freiburg;4;0;H;2;0;H;13;11;6;2;19;13;6;0;1;2;0;0;;;;;;;;;;;;;;;;;;;
D1;15.04.2017;Wolfsburg;Ingolstadt;3;0;H;1;0;H;9;6;6;3;14;17;2;4;2;3;0;0;;;;;;;;;;;;;;;;;;;
D1;16.04.2017;Darmstadt;Schalke 04;2;1;H;1;0;H;11;26;5;8;24;14;2;9;5;3;0;1;;;;;;;;;;;;;;;;;;;
D1;16.04.2017;Werder Bremen;Hamburg;2;1;H;1;1;D;13;6;5;4;13;15;4;3;3;1;0;0;;;;;;;;;;;;;;;;;;;
D1;21.04.2017;FC Koln;Hoffenheim;1;1;D;0;0;D;12;11;6;6;9;11;6;4;2;0;0;0;;;;;;;;;;;;;;;;;;;
D1;22.04.2017;Bayern Munich;Mainz;2;2;D;1;2;A;19;10;6;5;5;6;14;2;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;22.04.2017;Ein Frankfurt;Augsburg;3;1;H;0;1;A;20;10;7;4;14;8;4;2;2;1;0;0;;;;;;;;;;;;;;;;;;;
D1;22.04.2017;Hamburg;Darmstadt;1;2;A;0;0;D;13;9;6;4;14;18;9;6;3;2;0;0;;;;;;;;;;;;;;;;;;;
D1;22.04.2017;Hertha;Wolfsburg;1;0;H;0;0;D;14;10;5;2;10;18;5;2;3;5;0;0;;;;;;;;;;;;;;;;;;;
D1;22.04.2017;Ingolstadt;Werder Bremen;2;4;A;1;1;D;15;9;5;5;16;11;9;2;3;2;0;0;;;;;;;;;;;;;;;;;;;
D1;22.04.2017;M'gladbach;Dortmund;2;3;A;1;1;D;7;12;3;6;8;13;2;4;2;3;0;0;;;;;;;;;;;;;;;;;;;
D1;23.04.2017;Freiburg;Leverkusen;2;1;H;1;0;H;11;11;5;4;7;13;5;5;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;23.04.2017;Schalke 04;RB Leipzig;1;1;D;0;1;A;11;9;1;1;18;21;5;5;3;2;0;0;;;;;;;;;;;;;;;;;;;
D1;28.04.2017;Leverkusen;Schalke 04;1;4;A;0;3;A;13;12;4;8;15;10;2;3;3;0;0;0;;;;;;;;;;;;;;;;;;;
D1;29.04.2017;Darmstadt;Freiburg;3;0;H;2;0;H;14;9;4;4;16;15;7;6;2;0;0;0;;;;;;;;;;;;;;;;;;;
D1;29.04.2017;Dortmund;FC Koln;0;0;D;0;0;D;23;5;4;0;8;13;9;0;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;29.04.2017;Mainz;M'gladbach;1;2;A;0;1;A;17;13;8;5;9;15;8;3;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;29.04.2017;RB Leipzig;Ingolstadt;0;0;D;0;0;D;15;6;3;0;14;16;5;3;3;4;0;1;;;;;;;;;;;;;;;;;;;
D1;29.04.2017;Werder Bremen;Hertha;2;0;H;2;0;H;9;10;4;2;9;17;2;2;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;29.04.2017;Wolfsburg;Bayern Munich;0;6;A;0;3;A;7;17;3;9;12;10;4;4;0;0;1;0;;;;;;;;;;;;;;;;;;;
D1;30.04.2017;Augsburg;Hamburg;4;0;H;2;0;H;17;9;9;4;9;16;4;4;1;4;0;0;;;;;;;;;;;;;;;;;;;
D1;30.04.2017;Hoffenheim;Ein Frankfurt;1;0;H;0;0;D;8;4;1;2;22;18;3;4;0;3;0;0;;;;;;;;;;;;;;;;;;;
D1;05.05.2017;FC Koln;Werder Bremen;4;3;H;3;2;H;16;11;9;4;9;10;5;1;0;2;0;0;;;;;;;;;;;;;;;;;;;
D1;06.05.2017;Bayern Munich;Darmstadt;1;0;H;1;0;H;23;13;8;3;10;7;13;7;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;06.05.2017;Dortmund;Hoffenheim;2;1;H;1;0;H;11;10;4;5;17;11;6;2;4;2;0;0;;;;;;;;;;;;;;;;;;;
D1;06.05.2017;Ein Frankfurt;Wolfsburg;0;2;A;0;0;D;7;7;2;3;12;14;2;4;1;2;0;0;;;;;;;;;;;;;;;;;;;
D1;06.05.2017;Hertha;RB Leipzig;1;4;A;0;1;A;6;14;1;8;15;15;3;8;3;3;0;0;;;;;;;;;;;;;;;;;;;
D1;06.05.2017;Ingolstadt;Leverkusen;1;1;D;0;0;D;10;12;2;6;13;12;7;6;1;3;0;0;;;;;;;;;;;;;;;;;;;
D1;06.05.2017;M'gladbach;Augsburg;1;1;D;0;0;D;18;11;5;4;8;15;3;5;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;07.05.2017;Freiburg;Schalke 04;2;0;H;2;0;H;13;14;5;3;14;13;2;4;0;2;0;0;;;;;;;;;;;;;;;;;;;
D1;07.05.2017;Hamburg;Mainz;0;0;D;0;0;D;6;13;2;6;16;17;5;3;2;1;0;0;;;;;;;;;;;;;;;;;;;
D1;13.05.2017;Augsburg;Dortmund;1;1;D;1;1;D;5;15;3;5;17;7;2;3;2;1;0;0;;;;;;;;;;;;;;;;;;;
D1;13.05.2017;Darmstadt;Hertha;0;2;A;0;2;A;11;16;2;5;17;14;4;6;3;0;0;0;;;;;;;;;;;;;;;;;;;
D1;13.05.2017;Freiburg;Ingolstadt;1;1;D;1;1;D;11;23;4;9;18;27;4;3;2;3;0;0;;;;;;;;;;;;;;;;;;;
D1;13.05.2017;Leverkusen;FC Koln;2;2;D;0;1;A;27;7;9;4;12;12;7;3;0;2;0;0;;;;;;;;;;;;;;;;;;;
D1;13.05.2017;Mainz;Ein Frankfurt;4;2;H;0;1;A;21;6;8;4;16;22;7;0;4;4;0;0;;;;;;;;;;;;;;;;;;;
D1;13.05.2017;RB Leipzig;Bayern Munich;4;5;A;2;1;H;11;20;6;9;19;11;2;6;1;5;0;0;;;;;;;;;;;;;;;;;;;
D1;13.05.2017;Schalke 04;Hamburg;1;1;D;1;0;H;12;18;1;4;14;15;5;7;3;1;0;0;;;;;;;;;;;;;;;;;;;
D1;13.05.2017;Werder Bremen;Hoffenheim;3;5;A;0;3;A;16;16;7;9;10;14;10;4;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;13.05.2017;Wolfsburg;M'gladbach;1;1;D;0;1;A;11;14;6;6;12;12;3;7;3;1;0;0;;;;;;;;;;;;;;;;;;;
D1;20.05.2017;Bayern Munich;Freiburg;4;1;H;1;0;H;33;19;11;8;10;10;15;7;1;0;0;0;;;;;;;;;;;;;;;;;;;
D1;20.05.2017;Dortmund;Werder Bremen;4;3;H;2;1;H;28;11;11;5;15;17;9;3;4;3;0;0;;;;;;;;;;;;;;;;;;;
D1;20.05.2017;Ein Frankfurt;RB Leipzig;2;2;D;0;1;A;16;7;3;5;12;17;4;3;1;2;0;0;;;;;;;;;;;;;;;;;;;
D1;20.05.2017;FC Koln;Mainz;2;0;H;1;0;H;16;5;4;0;14;17;7;5;2;1;0;0;;;;;;;;;;;;;;;;;;;
D1;20.05.2017;Hamburg;Wolfsburg;2;1;H;1;1;D;6;12;3;5;12;18;2;8;4;3;0;0;;;;;;;;;;;;;;;;;;;
D1;20.05.2017;Hertha;Leverkusen;2;6;A;0;3;A;14;16;5;11;17;13;3;6;3;1;0;0;;;;;;;;;;;;;;;;;;;
D1;20.05.2017;Hoffenheim;Augsburg;0;0;D;0;0;D;19;8;9;2;10;13;5;4;2;1;0;0;;;;;;;;;;;;;;;;;;;
D1;20.05.2017;Ingolstadt;Schalke 04;1;1;D;1;1;D;18;9;8;3;9;11;6;6;1;1;0;1;;;;;;;;;;;;;;;;;;;
D1;20.05.2017;M'gladbach;Darmstadt;2;2;D;0;0;D;18;13;10;4;6;8;5;3;1;0;0;0;;;;;;;;;;;;;;;;;;;
D1;18.08.2017;Bayern Munich;Leverkusen;3;1;H;2;0;H;13;19;8;4;13;17;4;5;1;2;0;0;;;;;;;;;;;;;;;;;;;
D1;19.08.2017;Hamburg;Augsburg;1;0;H;1;0;H;11;13;5;1;18;16;3;7;4;3;0;0;;;;;;;;;;;;;;;;;;;
D1;19.08.2017;Hertha;Stuttgart;2;0;H;0;0;D;10;9;3;2;18;12;5;1;2;1;0;0;;;;;;;;;;;;;;;;;;;
D1;19.08.2017;Hoffenheim;Werder Bremen;1;0;H;0;0;D;14;11;3;2;17;15;6;4;1;3;0;0;;;;;;;;;;;;;;;;;;;
D1;19.08.2017;Mainz;Hannover;0;1;A;0;0;D;14;6;6;2;18;14;13;1;3;5;0;0;;;;;;;;;;;;;;;;;;;
D1;19.08.2017;Schalke 04;RB Leipzig;2;0;H;1;0;H;11;12;5;3;22;18;4;5;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;19.08.2017;Wolfsburg;Dortmund;0;3;A;0;2;A;9;13;0;5;7;15;3;5;0;0;0;0;;;;;;;;;;;;;;;;;;;
D1;20.08.2017;Freiburg;Ein Frankfurt;0;0;D;0;0;D;7;15;1;2;8;17;3;7;1;2;0;0;;;;;;;;;;;;;;;;;;;
D1;20.08.2017;M'gladbach;FC Koln;1;0;H;0;0;D;22;13;8;2;12;11;5;3;3;2;0;0;;;;;;;;;;;;;;;;;;;
D1;25.08.2017;FC Koln;Hamburg;1;3;A;0;2;A;20;12;6;4;9;9;6;7;2;2;0;1;;;;;;;;;;;;;;;;;;;
D1;26.08.2017;Augsburg;M'gladbach;2;2;D;1;2;A;24;15;9;3;13;12;10;0;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;26.08.2017;Dortmund;Hertha;2;0;H;1;0;H;18;7;8;4;12;9;4;4;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;26.08.2017;Ein Frankfurt;Wolfsburg;0;1;A;0;1;A;12;7;6;3;18;19;7;2;3;1;0;0;;;;;;;;;;;;;;;;;;;
D1;26.08.2017;Leverkusen;Hoffenheim;2;2;D;1;0;H;16;6;3;4;16;11;6;1;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;26.08.2017;Stuttgart;Mainz;1;0;H;0;0;D;17;13;4;6;12;18;5;6;2;1;0;0;;;;;;;;;;;;;;;;;;;
D1;26.08.2017;Werder Bremen;Bayern Munich;0;2;A;0;0;D;4;19;1;8;9;10;2;8;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;27.08.2017;Hannover;Schalke 04;1;0;H;0;0;D;11;8;3;1;17;17;2;6;1;2;0;0;;;;;;;;;;;;;;;;;;;
